id_reserva,id_unidade,id_tipo_quarto,id_cliente,id_canal,data_checkin,data_checkout,qtd_diarias,num_hospedes,avaliacao_hospede,status_reserva,forma_pagamento,avaliado_sim_nao
963,5,1,133,2,2023-10-15,2023-10-17,2.0,2.0,3,Confirmada,Transferência,Sim
964,4,2,281,3,2024-07-15,2024-07-19,4.0,2.0,9,Confirmada,Cartão de Débito,Sim
965,11,3,78,1,2024-04-19,2024-04-22,3.0,2.0,6,Confirmada,Dinheiro,Sim
966,4,3,288,2,2024-01-18,2024-01-19,1.0,2.0,6,Confirmada,Cartão de Débito,Sim
967,3,2,28,1,2023-07-15,2023-07-17,2.0,1.0,3,Confirmada,PIX,Sim
968,6,1,126,1,2024-08-04,2024-08-10,6.0,1.0,10,Cancelada,Dinheiro,Sim
969,5,1,260,1,2023-10-15,2023-10-17,2.0,2.0,1,Confirmada,Dinheiro,Sim
970,3,1,148,2,2023-07-15,2023-07-17,2.0,1.0,1,Confirmada,Cartão de Débito,Sim
971,11,2,12,3,2023-04-04,2023-04-11,7.0,2.0,9,No-show,Cartão de Débito,Sim
972,8,3,233,4,2024-06-25,2024-07-01,6.0,3.0,99,Confirmada,PIX,Não
973,7,2,26,4,2024-07-27,2024-07-31,4.0,1.0,99,Confirmada,Cartão de Débito,Não
974,7,1,268,2,2024-06-25,2024-07-01,6.0,1.0,7,Confirmada,Cartão de Débito,Sim
975,1,1,93,2,2024-12-13,2024-12-19,6.0,1.0,99,Concluída,Dinheiro,Não
976,5,2,87,2,2024-01-08,2024-01-10,2.0,2.0,1,Confirmada,Cartão de Crédito,Sim
977,9,3,269,1,2023-04-23,2023-04-25,2.0,3.0,8,Confirmada,PIX,Sim
978,12,2,58,2,2024-03-10,2024-03-13,3.0,2.0,8,Confirmada,PIX,Sim
979,12,2,52,4,2023-05-28,2023-05-29,1.0,1.0,7,Confirmada,PIX,Sim
980,3,1,154,3,2024-01-15,2024-01-17,2.0,2.0,2,Confirmada,Cartão de Crédito,Sim
981,4,3,114,0,2023-03-09,2023-03-12,3.0,2.0,7,No-show,Dinheiro,Sim
982,5,2,223,3,2024-03-10,2024-03-13,3.0,1.0,3,Confirmada,Dinheiro,Sim
983,8,1,77,2,2024-09-08,2024-09-14,6.0,1.0,6,Confirmada,PIX,Sim
984,8,4,16,4,2023-08-07,2023-08-13,6.0,4.0,9,Confirmada,Cartão de Crédito,Sim
985,10,3,281,4,2024-04-09,2024-04-14,5.0,2.0,10,Concluída,Cartão de Débito,Sim
986,8,5,287,2,2024-02-24,2024-02-27,3.0,2.0,8,Cancelada,Cartão de Débito,Sim
987,10,4,300,1,2023-06-19,2023-06-21,2.0,3.0,7,Confirmada,Cartão de Crédito,Sim
988,7,3,269,2,2024-09-18,2024-09-25,7.0,2.0,6,Confirmada,Transferência,Sim
989,2,2,155,3,2024-04-16,2024-04-22,6.0,2.0,10,Confirmada,Dinheiro,Sim
990,7,1,175,0,2024-12-01,2024-12-05,4.0,1.0,7,Cancelada,Cartão de Crédito,Sim
991,5,1,57,1,2023-10-15,2023-10-17,2.0,1.0,2,Confirmada,Dinheiro,Sim
992,12,4,260,1,2024-10-19,2024-10-20,1.0,1.0,99,Cancelada,Cartão de Crédito,Não
993,2,2,298,4,2023-06-22,2023-06-23,1.0,1.0,9,Confirmada,PIX,Sim
994,8,1,22,1,2023-08-13,2023-08-20,7.0,2.0,7,Confirmada,Cartão de Débito,Sim
995,7,3,290,4,2023-12-16,2023-12-17,1.0,3.0,9,Confirmada,Dinheiro,Sim
996,3,2,109,4,2024-01-15,2024-01-17,2.0,1.0,2,Confirmada,Transferência,Sim
997,4,2,268,2,2024-01-08,2024-01-09,1.0,1.0,9,Confirmada,Dinheiro,Sim
998,4,1,64,3,2024-01-08,2024-01-11,3.0,2.0,9,Concluída,Cartão de Débito,Sim
999,5,2,21,3,2024-01-30,2024-01-31,1.0,1.0,1,Confirmada,Dinheiro,Sim
1000,3,2,227,3,2024-01-15,2024-01-17,2.0,2.0,3,Confirmada,Cartão de Débito,Sim
1001,7,2,95,3,2024-02-21,2024-02-23,2.0,2.0,6,Cancelada,Transferência,Sim
1002,1,3,195,2,2024-09-05,2024-09-12,7.0,1.0,8,Confirmada,Transferência,Sim
1003,3,2,52,4,2023-07-15,2023-07-17,2.0,2.0,1,Confirmada,Dinheiro,Sim
1004,9,3,236,2,2024-03-24,2024-03-31,7.0,3.0,9,Confirmada,Transferência,Sim
1005,12,3,131,3,2023-05-29,2023-06-01,3.0,2.0,7,Confirmada,Cartão de Débito,Sim
1006,8,2,91,2,2024-12-31,2025-01-01,1.0,2.0,99,Confirmada,Cartão de Débito,Não
1007,12,3,164,4,2023-03-26,2023-03-27,1.0,3.0,7,Cancelada,Dinheiro,Sim
1008,8,4,271,2,2023-09-23,2023-09-26,3.0,4.0,99,Confirmada,Cartão de Crédito,Não
1009,2,2,167,1,2023-02-27,2023-03-05,6.0,2.0,6,No-show,Transferência,Sim
1010,3,3,146,1,2024-04-07,2024-04-10,3.0,3.0,4,Confirmada,Dinheiro,Sim
1011,3,1,257,4,2023-07-15,2023-07-17,2.0,1.0,1,Confirmada,Cartão de Débito,Sim
1012,12,4,57,1,2023-10-04,2023-10-10,6.0,1.0,6,Confirmada,PIX,Sim
1013,5,2,20,3,2024-06-15,2024-06-17,2.0,2.0,1,Confirmada,Transferência,Sim
1014,12,2,115,4,2023-10-30,2023-11-05,6.0,1.0,8,Confirmada,PIX,Sim
1015,9,1,246,1,2023-09-13,2023-09-15,2.0,2.0,99,Confirmada,Cartão de Crédito,Não
1016,9,1,28,1,2023-09-08,2023-09-09,1.0,2.0,9,Concluída,Transferência,Sim
1017,7,3,190,1,2024-04-23,2024-04-27,4.0,1.0,10,Confirmada,Cartão de Débito,Sim
1018,11,2,43,4,2024-04-11,2024-04-13,2.0,2.0,6,Confirmada,Cartão de Crédito,Sim
1019,9,4,295,4,2023-08-18,2023-08-20,2.0,3.0,9,Confirmada,Transferência,Sim
1020,6,2,62,2,2024-07-24,2024-07-30,6.0,2.0,8,Confirmada,Cartão de Débito,Sim
1021,2,1,15,1,2024-05-21,2024-05-25,4.0,1.0,8,Cancelada,Cartão de Débito,Sim
1022,6,2,198,0,2023-02-22,2023-02-24,2.0,1.0,10,Confirmada,Cartão de Débito,Sim
1023,8,3,233,1,2023-03-21,2023-03-26,5.0,3.0,7,Confirmada,PIX,Sim
1024,3,1,209,2,2024-01-20,2024-01-21,1.0,1.0,4,Concluída,Transferência,Sim
1025,4,5,146,2,2023-12-10,2023-12-11,1.0,3.0,10,Confirmada,Dinheiro,Sim
1026,6,4,257,2,2024-07-07,2024-07-13,6.0,2.0,7,Cancelada,Cartão de Crédito,Sim
1027,5,1,294,1,2024-02-05,2024-02-07,2.0,2.0,3,Cancelada,Cartão de Débito,Sim
1028,3,1,184,2,2024-09-28,2024-09-30,2.0,2.0,4,Confirmada,Cartão de Crédito,Sim
1029,2,3,186,3,2023-05-08,2023-05-14,6.0,1.0,7,Confirmada,Cartão de Crédito,Sim
1030,10,2,236,1,2023-12-07,2023-12-12,5.0,1.0,8,Confirmada,Dinheiro,Sim
1031,9,3,290,4,2023-11-23,2023-11-26,3.0,3.0,8,Confirmada,Cartão de Crédito,Sim
1032,9,3,155,1,2024-07-26,2024-07-29,3.0,2.0,6,Concluída,Transferência,Sim
1033,1,5,11,1,2023-07-12,2023-07-19,7.0,4.0,7,Confirmada,Cartão de Débito,Sim
1034,4,2,28,3,2024-10-17,2024-10-19,2.0,2.0,99,Cancelada,Cartão de Débito,Não
1035,12,3,257,3,2023-03-06,2023-03-07,1.0,3.0,8,Confirmada,Cartão de Débito,Sim
1036,2,2,102,3,2024-08-31,2024-09-06,6.0,2.0,7,Confirmada,PIX,Sim
1037,5,2,145,1,2023-10-15,2023-10-17,2.0,2.0,3,Confirmada,Cartão de Débito,Sim
1038,6,3,245,1,2023-10-10,2023-10-12,2.0,1.0,8,Concluída,Transferência,Sim
1039,2,4,45,2,2024-03-04,2024-03-06,2.0,3.0,10,Concluída,Cartão de Débito,Sim
1040,3,2,51,2,2024-07-29,2024-07-30,1.0,1.0,2,Cancelada,Dinheiro,Sim
1041,2,3,172,3,2024-12-08,2024-12-11,3.0,2.0,10,Confirmada,Cartão de Crédito,Sim
1042,5,1,39,3,2024-12-24,2024-12-25,1.0,1.0,1,Concluída,Cartão de Débito,Sim
1043,11,2,237,2,2024-11-04,2024-11-05,1.0,1.0,10,Confirmada,Cartão de Débito,Sim
1044,2,1,10,2,2024-09-20,2024-09-26,6.0,2.0,99,Confirmada,Dinheiro,Não
1045,9,1,32,1,2023-12-01,2023-12-03,2.0,1.0,7,Concluída,Transferência,Sim
1046,3,1,244,3,2024-04-12,2024-04-15,3.0,1.0,3,Concluída,Dinheiro,Sim
1047,8,5,186,1,2024-02-07,2024-02-11,4.0,1.0,9,Concluída,Dinheiro,Sim
1048,12,3,288,3,2024-04-29,2024-05-02,3.0,3.0,8,Confirmada,Transferência,Sim
1049,8,1,118,0,2024-07-27,2024-08-01,5.0,2.0,9,Confirmada,PIX,Sim
1050,11,2,114,2,2024-08-21,2024-08-22,1.0,2.0,99,Confirmada,Cartão de Débito,Não
1051,2,4,109,0,2024-06-30,2024-07-07,7.0,1.0,99,Confirmada,Cartão de Crédito,Não
1052,3,2,28,2,2023-03-06,2023-03-09,3.0,1.0,3,No-show,PIX,Sim
1053,10,1,163,1,2023-11-19,2023-11-26,7.0,1.0,6,Confirmada,Cartão de Crédito,Sim
1054,11,2,270,2,2023-05-23,2023-05-29,6.0,1.0,9,Confirmada,Transferência,Sim
1055,2,4,233,4,2024-08-30,2024-09-02,3.0,4.0,10,Concluída,Cartão de Débito,Sim
1056,6,3,50,3,2023-06-12,2023-06-17,5.0,2.0,7,Concluída,Dinheiro,Sim
1057,5,2,60,4,2024-06-15,2024-06-17,2.0,1.0,2,Confirmada,PIX,Sim
1058,1,3,289,2,2023-04-04,2023-04-10,6.0,2.0,9,Confirmada,PIX,Sim
1059,5,1,278,3,2023-12-20,2023-12-23,3.0,2.0,3,Confirmada,Transferência,Sim
1060,12,1,161,3,2024-03-24,2024-03-30,6.0,2.0,9,Confirmada,Transferência,Sim
1061,6,2,124,2,2024-12-04,2024-12-08,4.0,1.0,99,Confirmada,Dinheiro,Não
1062,3,1,1,4,2023-07-15,2023-07-17,2.0,2.0,2,Confirmada,Dinheiro,Sim
1063,12,1,75,1,2024-11-08,2024-11-14,6.0,2.0,7,Confirmada,Dinheiro,Sim
1064,2,4,109,1,2023-03-27,2023-03-31,4.0,4.0,9,Confirmada,Cartão de Débito,Sim
1065,8,5,122,1,2024-04-19,2024-04-25,6.0,1.0,10,Confirmada,PIX,Sim
1066,1,1,141,2,2024-06-29,2024-07-05,6.0,1.0,8,No-show,Dinheiro,Sim
1067,6,3,195,2,2024-08-16,2024-08-23,7.0,1.0,6,Confirmada,Dinheiro,Sim
1068,3,2,210,2,2024-01-15,2024-01-17,2.0,1.0,2,Confirmada,Transferência,Sim
1069,7,5,98,4,2023-10-22,2023-10-24,2.0,2.0,7,Cancelada,Cartão de Débito,Sim
1070,12,3,58,4,2023-06-28,2023-06-30,2.0,2.0,6,Confirmada,PIX,Sim
1071,2,5,266,4,2024-02-08,2024-02-13,5.0,1.0,9,Confirmada,Cartão de Débito,Sim
1072,4,1,57,0,2023-07-18,2023-07-21,3.0,2.0,9,Confirmada,Cartão de Débito,Sim
1073,7,1,56,1,2024-12-04,2024-12-08,4.0,1.0,6,Confirmada,Dinheiro,Sim
1074,4,1,271,1,2023-03-18,2023-03-22,4.0,1.0,9,Confirmada,Transferência,Sim
1075,3,2,28,3,2024-01-15,2024-01-17,2.0,1.0,2,Confirmada,Cartão de Débito,Sim
1076,7,1,88,1,2023-07-03,2023-07-08,5.0,2.0,7,Confirmada,PIX,Sim
1077,11,4,27,1,2023-11-24,2023-11-28,4.0,4.0,7,Cancelada,Cartão de Crédito,Sim
1078,3,1,68,2,2024-12-15,2024-12-17,2.0,2.0,2,Cancelada,Dinheiro,Sim
1079,8,1,262,2,2024-01-28,2024-02-04,7.0,1.0,8,Concluída,Cartão de Crédito,Sim
1080,4,4,12,3,2023-09-03,2023-09-09,6.0,2.0,9,Cancelada,Cartão de Débito,Sim
1081,5,3,178,1,2024-12-29,2024-12-30,1.0,2.0,4,Cancelada,Dinheiro,Sim
1082,10,3,219,1,2024-06-08,2024-06-13,5.0,1.0,99,Cancelada,Transferência,Não
1083,4,2,233,2,2023-10-21,2023-10-24,3.0,2.0,7,Confirmada,Cartão de Débito,Sim
1084,11,2,139,3,2023-11-04,2023-11-05,1.0,2.0,9,Cancelada,Dinheiro,Sim
1085,1,2,91,2,2023-02-05,2023-02-11,6.0,2.0,10,Concluída,Transferência,Sim
1086,4,3,279,4,2023-02-01,2023-02-03,2.0,2.0,6,Confirmada,PIX,Sim
1087,2,2,202,1,2023-09-17,2023-09-22,5.0,2.0,6,Confirmada,Cartão de Crédito,Sim
1088,9,2,234,3,2023-07-29,2023-07-30,1.0,2.0,9,Confirmada,Dinheiro,Sim
1089,10,1,12,2,2023-08-10,2023-08-15,5.0,1.0,99,Cancelada,Cartão de Débito,Não
1090,3,2,34,3,2024-01-15,2024-01-17,2.0,2.0,2,Confirmada,Dinheiro,Sim
1091,12,2,37,1,2023-03-12,2023-03-15,3.0,2.0,9,Confirmada,Cartão de Crédito,Sim
1092,5,1,242,2,2024-08-25,2024-08-27,2.0,2.0,1,Confirmada,Transferência,Sim
1093,7,2,84,3,2023-12-28,2023-12-30,2.0,2.0,10,Cancelada,Cartão de Crédito,Sim
1094,8,4,160,3,2024-01-20,2024-01-26,6.0,4.0,9,Confirmada,Cartão de Crédito,Sim
1095,9,2,255,1,2024-11-20,2024-11-23,3.0,1.0,9,Confirmada,Transferência,Sim
1096,3,2,273,3,2024-01-15,2024-01-17,2.0,1.0,3,Confirmada,Dinheiro,Sim
1097,3,4,100,1,2024-03-01,2024-03-03,2.0,1.0,1,Concluída,Cartão de Débito,Sim
1098,12,3,49,1,2024-03-19,2024-03-20,1.0,3.0,8,Confirmada,Cartão de Débito,Sim
1099,5,2,99,3,2024-06-15,2024-06-17,2.0,2.0,3,Confirmada,Transferência,Sim
1100,10,1,142,2,2023-06-12,2023-06-14,2.0,1.0,8,Cancelada,Transferência,Sim
1101,10,2,128,1,2023-01-03,2023-01-04,1.0,1.0,8,No-show,Cartão de Crédito,Sim
1102,11,1,261,2,2024-05-30,2024-06-02,3.0,1.0,7,Confirmada,Cartão de Crédito,Sim
1103,11,4,291,3,2024-07-22,2024-07-28,6.0,2.0,7,Confirmada,Cartão de Crédito,Sim
1104,12,2,97,2,2024-09-28,2024-10-05,7.0,1.0,7,Confirmada,Transferência,Sim
1105,8,3,238,2,2024-10-24,2024-10-31,7.0,2.0,10,Concluída,Cartão de Débito,Sim
1106,7,3,151,4,2023-11-14,2023-11-19,5.0,1.0,7,Confirmada,Cartão de Débito,Sim
1107,12,3,235,2,2024-11-13,2024-11-17,4.0,2.0,10,Confirmada,Cartão de Crédito,Sim
1108,6,3,116,1,2024-09-20,2024-09-26,6.0,3.0,10,Confirmada,Cartão de Débito,Sim
1109,7,2,105,1,2023-12-08,2023-12-12,4.0,1.0,6,Confirmada,Cartão de Crédito,Sim
1110,2,2,241,2,2023-08-19,2023-08-22,3.0,2.0,6,Confirmada,Cartão de Crédito,Sim
1111,12,2,9,2,2024-08-06,2024-08-09,3.0,1.0,6,Cancelada,Cartão de Débito,Sim
1112,6,1,29,1,2024-03-21,2024-03-25,4.0,1.0,9,Confirmada,PIX,Sim
1113,1,1,146,2,2024-10-06,2024-10-11,5.0,1.0,7,Confirmada,Cartão de Crédito,Sim
1114,12,2,270,2,2024-03-10,2024-03-14,4.0,1.0,9,Concluída,PIX,Sim
1115,1,4,4,1,2023-10-18,2023-10-23,5.0,2.0,99,Cancelada,Transferência,Não
1116,4,4,239,4,2023-01-09,2023-01-11,2.0,2.0,6,Confirmada,PIX,Sim
1117,9,2,67,4,2024-11-15,2024-11-17,2.0,2.0,9,Concluída,Cartão de Débito,Sim
1118,8,4,264,2,2023-08-07,2023-08-14,7.0,3.0,9,Cancelada,Transferência,Sim
1119,7,1,21,1,2023-07-02,2023-07-07,5.0,1.0,9,Concluída,Cartão de Crédito,Sim
1120,8,3,237,1,2023-02-13,2023-02-17,4.0,1.0,10,Confirmada,Cartão de Crédito,Sim
1121,10,4,7,4,2023-04-03,2023-04-07,4.0,2.0,7,Concluída,Cartão de Crédito,Sim
1122,8,4,131,1,2023-03-12,2023-03-18,6.0,3.0,6,Cancelada,PIX,Sim
1123,3,1,48,3,2023-07-15,2023-07-17,2.0,2.0,2,Confirmada,Cartão de Débito,Sim
1124,5,1,49,2,2023-04-21,2023-04-23,2.0,1.0,4,Cancelada,Cartão de Crédito,Sim
1125,1,3,151,2,2023-02-25,2023-02-26,1.0,2.0,8,Cancelada,Cartão de Débito,Sim
1126,10,2,295,2,2024-09-14,2024-09-17,3.0,2.0,10,Confirmada,Cartão de Crédito,Sim
1127,5,2,41,3,2023-10-15,2023-10-17,2.0,1.0,2,Confirmada,Cartão de Crédito,Sim
1128,4,5,252,3,2023-06-14,2023-06-17,3.0,2.0,9,Concluída,Transferência,Sim
1129,10,3,38,3,2024-05-07,2024-05-13,6.0,2.0,7,Confirmada,PIX,Sim
1130,8,5,27,1,2024-04-09,2024-04-16,7.0,3.0,10,Concluída,PIX,Sim
1131,11,2,195,4,2023-08-29,2023-08-31,2.0,1.0,8,Confirmada,Cartão de Débito,Sim
1132,9,3,66,1,2023-06-21,2023-06-22,1.0,3.0,99,Confirmada,Transferência,Não
1133,3,2,184,2,2024-07-05,2024-07-06,1.0,1.0,4,Cancelada,Transferência,Sim
1134,5,1,125,4,2023-07-08,2023-07-11,3.0,2.0,2,Cancelada,Transferência,Sim
1135,8,2,207,1,2023-05-25,2023-05-29,4.0,1.0,6,Confirmada,Transferência,Sim
1136,9,3,36,1,2024-06-09,2024-06-13,4.0,1.0,99,No-show,Transferência,Não
1137,9,3,294,2,2024-02-08,2024-02-15,7.0,3.0,7,Concluída,Dinheiro,Sim
1138,3,2,119,1,2024-01-15,2024-01-17,2.0,1.0,3,Confirmada,PIX,Sim
1139,5,4,73,4,2023-11-04,2023-11-07,3.0,2.0,99,Confirmada,PIX,Não
1140,6,2,63,1,2023-02-20,2023-02-24,4.0,2.0,6,Confirmada,Transferência,Sim
1141,3,1,87,2,2024-01-15,2024-01-17,2.0,2.0,1,Confirmada,PIX,Sim
1142,8,4,39,4,2024-03-30,2024-04-06,7.0,3.0,9,Cancelada,Dinheiro,Sim
1143,11,1,77,2,2023-09-04,2023-09-06,2.0,2.0,6,Confirmada,Cartão de Débito,Sim
1144,10,5,209,2,2023-12-05,2023-12-09,4.0,2.0,8,Confirmada,PIX,Sim
1145,1,1,46,2,2023-10-10,2023-10-15,5.0,1.0,10,Cancelada,PIX,Sim
1146,7,1,293,1,2023-07-01,2023-07-08,7.0,2.0,8,Confirmada,Cartão de Débito,Sim
1147,9,4,68,2,2024-11-13,2024-11-20,7.0,3.0,8,Cancelada,PIX,Sim
1148,5,1,221,1,2023-11-01,2023-11-03,2.0,2.0,4,Confirmada,Cartão de Débito,Sim
1149,6,3,297,1,2024-12-28,2025-01-01,4.0,3.0,8,Cancelada,Cartão de Débito,Sim
1150,11,1,166,4,2024-09-22,2024-09-27,5.0,2.0,8,Confirmada,Cartão de Débito,Sim
1151,9,3,147,1,2023-05-05,2023-05-11,6.0,3.0,99,Cancelada,Transferência,Não
1152,5,2,59,4,2023-10-15,2023-10-17,2.0,1.0,3,Confirmada,Transferência,Sim
1153,5,1,215,4,2024-11-15,2024-11-17,2.0,2.0,2,Confirmada,PIX,Sim
1154,3,1,214,2,2023-07-15,2023-07-17,2.0,1.0,2,Confirmada,Cartão de Débito,Sim
1155,6,2,249,1,2023-03-02,2023-03-06,4.0,2.0,10,Confirmada,PIX,Sim
1156,6,3,241,3,2023-08-04,2023-08-05,1.0,3.0,9,Cancelada,Cartão de Débito,Sim
1157,12,4,183,3,2023-08-12,2023-08-18,6.0,2.0,9,Concluída,Cartão de Crédito,Sim
1158,9,3,212,3,2024-11-07,2024-11-12,5.0,1.0,9,Confirmada,PIX,Sim
1159,12,3,106,3,2023-02-26,2023-02-28,2.0,2.0,6,Confirmada,Transferência,Sim
1160,7,2,267,0,2023-03-06,2023-03-08,2.0,1.0,10,Confirmada,Cartão de Crédito,Sim
1161,1,1,295,3,2023-11-09,2023-11-14,5.0,1.0,7,Confirmada,Dinheiro,Sim
1162,5,1,32,3,2023-04-17,2023-04-18,1.0,1.0,2,Confirmada,Dinheiro,Sim
1163,9,5,118,2,2024-03-08,2024-03-10,2.0,1.0,8,Confirmada,Transferência,Sim
1164,1,4,102,1,2024-02-18,2024-02-20,2.0,1.0,7,Cancelada,PIX,Sim
1165,8,3,208,2,2024-01-12,2024-01-19,7.0,2.0,8,Confirmada,Transferência,Sim
1166,9,3,33,2,2023-11-02,2023-11-04,2.0,2.0,9,Confirmada,PIX,Sim
1167,7,3,182,2,2023-01-01,2023-01-04,3.0,3.0,10,Confirmada,Transferência,Sim
1168,7,1,54,4,2023-05-30,2023-06-02,3.0,1.0,8,Confirmada,Dinheiro,Sim
1169,9,3,177,1,2024-05-23,2024-05-26,3.0,2.0,8,Confirmada,Cartão de Débito,Sim
1170,8,3,185,1,2023-11-18,2023-11-25,7.0,3.0,99,Confirmada,Dinheiro,Não
1171,11,2,72,2,2024-07-25,2024-07-27,2.0,1.0,9,Concluída,Cartão de Crédito,Sim
1172,1,3,116,3,2023-01-05,2023-01-06,1.0,1.0,10,Confirmada,Cartão de Débito,Sim
1173,9,2,71,2,2023-11-05,2023-11-06,1.0,1.0,99,Concluída,Dinheiro,Não
1174,9,1,160,2,2023-04-02,2023-04-04,2.0,2.0,99,Cancelada,PIX,Não
1175,3,1,138,4,2024-01-15,2024-01-17,2.0,2.0,1,Confirmada,Dinheiro,Sim
1176,8,2,179,4,2023-01-10,2023-01-14,4.0,1.0,6,Confirmada,PIX,Sim
1177,10,3,142,2,2023-02-21,2023-02-24,3.0,2.0,8,Confirmada,PIX,Sim
1178,4,4,224,1,2024-10-18,2024-10-19,1.0,1.0,99,Confirmada,PIX,Não
1179,7,2,145,4,2024-03-29,2024-04-04,6.0,2.0,8,Confirmada,Transferência,Sim
1180,11,2,244,4,2023-09-25,2023-09-30,5.0,1.0,6,Confirmada,Cartão de Crédito,Sim
1181,3,1,82,2,2024-07-03,2024-07-05,2.0,1.0,99,Confirmada,Dinheiro,Não
1182,8,1,73,3,2023-09-30,2023-10-02,2.0,2.0,6,Confirmada,Transferência,Sim
1183,9,4,2,2,2024-08-29,2024-09-01,3.0,4.0,6,Confirmada,Transferência,Sim
1184,4,3,46,2,2023-06-02,2023-06-08,6.0,1.0,9,Confirmada,Dinheiro,Sim
1185,2,3,148,1,2024-04-20,2024-04-24,4.0,3.0,9,Confirmada,Cartão de Crédito,Sim
1186,4,2,166,4,2023-06-01,2023-06-05,4.0,2.0,6,Confirmada,Cartão de Crédito,Sim
1187,4,1,61,4,2023-10-19,2023-10-20,1.0,2.0,7,Confirmada,PIX,Sim
1188,10,4,227,0,2023-10-27,2023-10-31,4.0,3.0,9,Cancelada,Cartão de Crédito,Sim
1189,7,5,26,2,2024-07-13,2024-07-18,5.0,2.0,6,No-show,Transferência,Sim
1190,5,1,116,2,2023-11-16,2023-11-19,3.0,2.0,99,Cancelada,Transferência,Não
1191,11,2,132,4,2023-02-18,2023-02-21,3.0,1.0,10,Cancelada,Cartão de Débito,Sim
1192,5,1,88,1,2024-03-11,2024-03-14,3.0,1.0,4,No-show,Dinheiro,Sim
1193,1,3,53,1,2023-08-29,2023-08-30,1.0,2.0,99,Confirmada,Cartão de Crédito,Não
1194,4,1,233,1,2024-05-25,2024-05-31,6.0,2.0,7,Confirmada,Cartão de Crédito,Sim
1195,7,3,96,3,2023-05-04,2023-05-10,6.0,3.0,9,Cancelada,Transferência,Sim
1196,10,1,253,1,2024-10-26,2024-11-02,7.0,1.0,10,Confirmada,PIX,Sim
1197,4,4,96,1,2023-01-12,2023-01-18,6.0,1.0,6,Cancelada,PIX,Sim
1198,12,1,85,3,2024-09-13,2024-09-18,5.0,2.0,99,Confirmada,PIX,Não
1199,6,2,62,0,2023-04-10,2023-04-11,1.0,2.0,8,Confirmada,Cartão de Crédito,Sim
1200,3,1,59,4,2024-01-15,2024-01-17,2.0,1.0,1,Confirmada,Dinheiro,Sim
1201,6,3,120,3,2024-11-11,2024-11-12,1.0,2.0,6,Confirmada,Dinheiro,Sim
1202,11,1,59,3,2024-09-30,2024-10-06,6.0,2.0,7,Confirmada,Transferência,Sim
1203,5,2,79,4,2023-10-15,2023-10-17,2.0,1.0,2,Confirmada,Cartão de Crédito,Sim
1204,9,1,35,1,2023-12-23,2023-12-25,2.0,1.0,99,Confirmada,Cartão de Crédito,Não
1205,8,3,229,1,2024-06-30,2024-07-06,6.0,3.0,7,Confirmada,Transferência,Sim
1206,10,2,94,0,2023-06-19,2023-06-23,4.0,1.0,99,Concluída,Dinheiro,Não
1207,11,4,91,2,2023-09-11,2023-09-15,4.0,4.0,7,Confirmada,PIX,Sim
1208,5,3,203,2,2024-12-22,2024-12-24,2.0,3.0,99,Confirmada,Transferência,Não
1209,7,5,61,1,2023-08-29,2023-09-05,7.0,3.0,9,Confirmada,Transferência,Sim
1210,5,2,193,2,2023-09-08,2023-09-09,1.0,2.0,1,Confirmada,Dinheiro,Sim
1211,10,3,74,1,2024-09-05,2024-09-11,6.0,3.0,8,Cancelada,Cartão de Débito,Sim
1212,9,1,13,4,2024-04-24,2024-04-25,1.0,1.0,8,Cancelada,Cartão de Crédito,Sim
1213,4,3,269,1,2024-12-20,2024-12-25,5.0,3.0,10,Confirmada,Cartão de Débito,Sim
1214,1,1,117,3,2024-12-03,2024-12-05,2.0,1.0,99,Confirmada,Transferência,Não
1215,3,2,240,3,2023-07-15,2023-07-17,2.0,1.0,3,Confirmada,Transferência,Sim
1216,6,3,250,3,2023-07-22,2023-07-23,1.0,3.0,7,Confirmada,Cartão de Débito,Sim
1217,3,1,180,1,2024-01-15,2024-01-17,2.0,1.0,1,Confirmada,Cartão de Crédito,Sim
1218,10,2,94,0,2023-09-22,2023-09-24,2.0,1.0,10,No-show,Cartão de Débito,Sim
1219,1,2,129,1,2024-05-14,2024-05-16,2.0,2.0,9,Cancelada,Cartão de Débito,Sim
1220,5,1,190,1,2023-09-24,2023-09-26,2.0,2.0,1,No-show,Cartão de Débito,Sim
1221,2,3,58,4,2023-03-27,2023-03-30,3.0,2.0,6,Confirmada,Cartão de Débito,Sim
1222,1,3,201,3,2023-08-17,2023-08-23,6.0,2.0,8,Confirmada,Transferência,Sim
1223,6,4,289,0,2024-05-05,2024-05-07,2.0,3.0,7,Confirmada,Cartão de Crédito,Sim
1224,9,5,55,2,2024-07-24,2024-07-25,1.0,3.0,8,Confirmada,Cartão de Débito,Sim
1225,12,3,281,4,2023-12-29,2024-01-05,7.0,2.0,8,Confirmada,PIX,Sim
1226,6,1,46,3,2023-06-15,2023-06-16,1.0,1.0,9,Confirmada,Cartão de Crédito,Sim
1227,3,4,97,2,2024-09-08,2024-09-11,3.0,1.0,4,Confirmada,Transferência,Sim
1228,1,3,286,2,2023-11-13,2023-11-19,6.0,1.0,7,Confirmada,Cartão de Crédito,Sim
1229,1,4,250,3,2023-08-27,2023-08-30,3.0,4.0,7,Cancelada,Cartão de Débito,Sim
1230,3,3,113,1,2024-01-22,2024-01-23,1.0,1.0,99,Confirmada,Cartão de Crédito,Não
